frame,time_s,role,speed_mps,cumulative_distance_m,rally_distance_m,max_speed_so_far_mps
475,22.619048,far,3.099000,44.931000,44.931000,3.099000
476,22.666667,near,1.843000,59.751000,59.751000,1.843000
476,22.666667,far,3.412000,45.113000,45.113000,3.412000
477,22.714286,near,1.378000,59.751000,59.751000,1.378000
477,22.714286,far,2.945000,45.164000,45.164000,2.945000
478,22.761905,near,1.591000,59.838000,59.838000,1.591000
478,22.761905,far,2.100000,45.199000,45.199000,2.100000
479,22.809524,near,1.831000,59.984000,59.984000,1.831000
479,22.809524,far,1.979000,45.271000,45.271000,1.979000
480,22.857143,near,1.821000,60.093000,60.093000,1.821000
480,22.857143,far,1.789000,45.357000,45.357000,1.789000
481,22.904762,near,2.458000,60.275000,60.275000,2.458000
481,22.904762,far,1.796000,45.444000,45.444000,1.796000
482,22.952381,near,2.800000,60.552000,60.552000,2.800000
482,22.952381,far,1.467000,45.532000,45.532000,1.467000
483,23.000000,near,3.348000,60.708000,60.708000,3.348000
483,23.000000,far,1.600000,45.621000,45.621000,1.600000
484,23.047619,near,3.631000,60.876000,60.876000,3.631000
484,23.047619,far,1.782000,45.708000,45.708000,1.782000
485,23.095238,near,3.121000,60.876000,60.876000,3.121000
485,23.095238,far,1.531000,45.708000,45.708000,1.531000
486,23.142857,near,2.948000,60.935000,60.935000,2.948000
486,23.142857,far,1.229000,45.708000,45.708000,1.229000
487,23.190476,near,2.514000,60.993000,60.993000,2.514000
487,23.190476,far,0.926000,45.708000,45.708000,0.926000
488,23.238095,near,2.022000,61.129000,61.129000,2.022000
488,23.238095,far,0.616000,45.708000,45.708000,0.616000
489,23.285714,near,1.578000,61.159000,61.159000,1.578000
489,23.285714,far,0.306000,45.708000,45.708000,0.306000
490,23.333333,near,1.615000,61.337000,61.337000,1.615000
490,23.333333,far,0.000000,45.708000,45.708000,0.000000
491,23.380952,near,1.780000,61.384000,61.384000,1.780000
491,23.380952,far,0.166000,46.041000,46.041000,0.166000
492,23.428571,near,1.724000,61.428000,61.428000,1.724000
492,23.428571,far,0.606000,46.167000,46.167000,0.606000
493,23.476190,near,1.760000,61.496000,61.496000,1.760000
493,23.476190,far,0.907000,46.253000,46.253000,0.907000
494,23.523810,near,1.420000,61.535000,61.535000,1.420000
494,23.523810,far,1.198000,46.336000,46.336000,1.198000
495,23.571429,near,1.559000,61.604000,61.604000,1.559000
495,23.571429,far,1.506000,46.424000,46.424000,1.506000
496,23.619048,near,1.179000,61.674000,61.674000,1.179000
496,23.619048,far,1.961000,46.554000,46.554000,1.961000
497,23.666667,near,1.136000,61.709000,61.709000,1.136000
497,23.666667,far,1.917000,46.589000,46.589000,1.917000
498,23.714286,near,1.360000,61.816000,61.816000,1.360000
498,23.714286,far,1.650000,46.638000,46.638000,1.650000
499,23.761905,near,1.227000,61.847000,61.847000,1.227000
499,23.761905,far,1.349000,46.638000,46.638000,1.349000
500,23.809524,near,1.198000,61.877000,61.877000,1.198000
500,23.809524,far,1.222000,46.685000,46.685000,1.222000
501,23.857143,near,1.739000,62.101000,62.101000,1.739000
501,23.857143,far,1.512000,46.856000,46.856000,1.512000
502,23.904762,near,1.857000,62.205000,62.205000,1.857000
502,23.904762,far,1.516000,46.987000,46.987000,1.516000
503,23.952381,near,1.984000,62.276000,62.276000,1.984000
503,23.952381,far,1.863000,47.121000,47.121000,1.863000
504,24.000000,near,1.727000,62.310000,62.310000,1.727000
504,24.000000,far,2.090000,47.235000,47.235000,2.090000
505,24.047619,near,1.672000,62.325000,62.325000,1.672000
505,24.047619,far,2.970000,47.487000,47.487000,2.970000
506,24.095238,near,1.699000,62.363000,62.363000,1.699000
506,24.095238,far,3.546000,47.698000,47.698000,3.546000
507,24.142857,near,1.067000,62.406000,62.406000,1.067000
507,24.142857,far,3.916000,47.975000,47.975000,3.916000
508,24.190476,near,1.046000,62.503000,62.503000,1.046000
508,24.190476,far,3.973000,48.122000,48.122000,3.973000
509,24.238095,near,1.006000,62.563000,62.563000,1.006000
509,24.238095,far,3.705000,48.180000,48.180000,3.705000
510,24.285714,near,1.230000,62.661000,62.661000,1.230000
510,24.285714,far,3.507000,48.237000,48.237000,3.507000
511,24.333333,near,1.911000,62.871000,62.871000,1.911000
511,24.333333,far,3.001000,48.344000,48.344000,3.001000
512,24.380952,near,2.403000,63.049000,63.049000,2.403000
512,24.380952,far,2.474000,48.405000,48.405000,2.474000
513,24.428571,near,2.939000,63.246000,63.246000,2.939000
513,24.428571,far,2.023000,48.553000,48.553000,2.023000
514,24.476190,near,3.467000,63.494000,63.494000,3.467000
514,24.476190,far,2.194000,48.749000,48.749000,2.194000
515,24.523810,near,3.566000,63.582000,63.582000,3.566000
515,24.523810,far,2.822000,48.986000,48.986000,2.822000
516,24.571429,near,3.568000,63.681000,63.681000,3.568000
516,24.571429,far,2.620000,48.986000,48.986000,2.620000
517,24.619048,near,3.065000,63.746000,63.746000,3.065000
517,24.619048,far,3.054000,49.217000,49.217000,3.054000
518,24.666667,near,3.147000,63.948000,63.948000,3.147000
518,24.666667,far,3.665000,49.452000,49.452000,3.665000
519,24.714286,near,3.078000,64.125000,64.125000,3.078000
519,24.714286,far,3.971000,49.687000,49.687000,3.971000
520,24.761905,near,2.939000,64.334000,64.334000,2.939000
520,24.761905,far,3.842000,49.847000,49.847000,3.842000
521,24.809524,near,3.310000,64.528000,64.528000,3.310000
521,24.809524,far,3.317000,49.933000,49.933000,3.317000
522,24.857143,near,4.188000,64.877000,64.877000,4.188000
522,24.857143,far,4.130000,50.166000,50.166000,4.130000
523,24.904762,near,4.516000,65.036000,65.036000,4.516000
523,24.904762,far,3.506000,50.218000,50.218000,3.506000
524,24.952381,near,4.293000,65.175000,65.175000,4.293000
524,24.952381,far,2.867000,50.271000,50.271000,2.867000
525,25.000000,near,4.013000,65.272000,65.272000,4.013000
525,25.000000,far,2.043000,50.271000,50.271000,2.043000
526,25.047619,near,3.722000,65.397000,65.397000,3.722000
526,25.047619,far,1.691000,50.330000,50.330000,1.691000
527,25.095238,near,3.940000,65.653000,65.653000,3.940000
527,25.095238,far,1.508000,50.364000,50.364000,1.508000
528,25.142857,near,3.007000,65.737000,65.737000,3.007000
528,25.142857,far,0.890000,50.420000,50.420000,0.890000
529,25.190476,near,2.560000,65.768000,65.768000,2.560000
529,25.190476,far,1.297000,50.589000,50.589000,1.297000
530,25.238095,near,2.205000,65.805000,65.805000,2.205000
530,25.238095,far,1.749000,50.771000,50.771000,1.749000
531,25.285714,near,1.998000,65.842000,65.842000,1.998000
531,25.285714,far,2.205000,50.901000,50.901000,2.205000
532,25.333333,near,1.854000,65.927000,65.927000,1.854000
532,25.333333,far,3.103000,51.216000,51.216000,3.103000
533,25.380952,near,1.501000,66.082000,66.082000,1.501000
533,25.380952,far,3.226000,51.286000,51.286000,3.226000
534,25.428571,near,1.487000,66.162000,66.162000,1.487000
534,25.428571,far,3.201000,51.335000,51.335000,3.201000
535,25.476190,near,1.433000,66.177000,66.177000,1.433000
535,25.476190,far,2.778000,51.383000,51.383000,2.778000
536,25.523810,near,1.467000,66.224000,66.224000,1.467000
536,25.523810,far,2.300000,51.428000,51.428000,2.300000
537,25.571429,near,1.337000,66.224000,66.224000,1.337000
537,25.571429,far,1.904000,51.445000,51.445000,1.904000
538,25.619048,near,1.579000,66.378000,66.378000,1.579000
538,25.619048,far,0.862000,51.462000,51.462000,0.862000
539,25.666667,near,1.390000,66.479000,66.479000,1.390000
539,25.666667,far,0.798000,51.514000,51.514000,0.798000
540,25.714286,near,1.249000,66.518000,66.518000,1.249000
540,25.714286,far,0.920000,51.597000,51.597000,0.920000
541,25.761905,near,1.324000,66.555000,66.555000,1.324000
541,25.761905,far,1.326000,51.762000,51.762000,1.326000
542,25.809524,near,1.213000,66.571000,66.571000,1.213000
542,25.809524,far,1.410000,51.831000,51.831000,1.410000
543,25.857143,near,1.267000,66.587000,66.587000,1.267000
543,25.857143,far,2.236000,52.084000,52.084000,2.236000
544,25.904762,near,0.894000,66.633000,66.633000,0.894000
544,25.904762,far,2.537000,52.187000,52.187000,2.537000
545,25.952381,near,0.647000,66.664000,66.664000,0.647000
545,25.952381,far,2.536000,52.239000,52.239000,2.536000
546,26.000000,near,0.673000,66.711000,66.711000,0.673000
546,26.000000,far,2.561000,52.329000,52.329000,2.561000
547,26.047619,near,0.707000,66.757000,66.757000,0.707000
547,26.047619,far,2.226000,52.397000,52.397000,2.226000
548,26.095238,near,1.442000,66.983000,66.983000,1.442000
548,26.095238,far,2.423000,52.523000,52.523000,2.423000
549,26.142857,near,1.741000,67.084000,67.084000,1.741000
549,26.142857,far,1.770000,52.590000,52.590000,1.770000
550,26.190476,near,1.896000,67.175000,67.175000,1.896000
550,26.190476,far,1.601000,52.645000,52.645000,1.601000
551,26.238095,near,2.182000,67.288000,67.288000,2.182000
551,26.238095,far,1.891000,52.779000,52.779000,1.891000
552,26.285714,near,2.157000,67.327000,67.327000,2.157000
552,26.285714,far,1.693000,52.813000,52.813000,1.693000
553,26.333333,near,2.137000,67.368000,67.368000,2.137000
553,26.333333,far,1.653000,52.870000,52.870000,1.653000
554,26.380952,near,1.746000,67.482000,67.482000,1.746000
554,26.380952,far,1.455000,52.939000,52.939000,1.455000
555,26.428571,near,2.069000,67.675000,67.675000,2.069000
555,26.428571,far,1.866000,53.123000,53.123000,1.866000
556,26.476190,near,2.457000,67.877000,67.877000,2.457000
556,26.476190,far,2.157000,53.261000,53.261000,2.157000
557,26.523810,near,2.544000,68.014000,68.014000,2.544000
557,26.523810,far,1.686000,53.261000,53.261000,1.686000
558,26.571429,near,2.633000,68.079000,68.079000,2.633000
558,26.571429,far,1.568000,53.261000,53.261000,1.568000
559,26.619048,near,2.831000,68.177000,68.177000,2.831000
559,26.619048,far,1.368000,53.261000,53.261000,1.368000
560,26.666667,near,2.659000,68.241000,68.241000,2.659000
560,26.666667,far,1.126000,53.261000,53.261000,1.126000
561,26.714286,near,2.093000,68.273000,68.273000,2.093000
561,26.714286,far,0.483000,53.261000,53.261000,0.483000
562,26.761905,near,1.526000,68.313000,68.313000,1.526000
562,26.761905,far,0.292000,53.762000,53.762000,0.292000
563,26.809524,near,1.609000,68.474000,68.474000,1.609000
563,26.809524,far,0.479000,53.815000,53.815000,0.479000
564,26.857143,near,2.112000,68.682000,68.682000,2.112000
564,26.857143,far,0.880000,53.930000,53.930000,0.880000
565,26.904762,near,1.919000,68.725000,68.725000,1.919000
565,26.904762,far,1.049000,53.978000,53.978000,1.049000
566,26.952381,near,1.837000,68.766000,68.766000,1.837000
566,26.952381,far,1.276000,54.043000,54.043000,1.276000
567,27.000000,near,1.867000,68.807000,68.807000,1.867000
567,27.000000,far,1.513000,54.110000,54.110000,1.513000
568,27.047619,near,1.879000,68.849000,68.849000,1.879000
568,27.047619,far,1.463000,54.180000,54.180000,1.463000
569,27.095238,near,1.658000,68.948000,68.948000,1.658000
569,27.095238,far,1.464000,54.233000,54.233000,1.464000
570,27.142857,near,0.987000,68.964000,68.964000,0.987000
570,27.142857,far,1.226000,54.280000,54.280000,1.226000
571,27.190476,near,1.131000,69.048000,69.048000,1.131000
571,27.190476,far,1.525000,54.413000,54.413000,1.525000
572,27.238095,near,1.270000,69.129000,69.129000,1.270000
572,27.238095,far,1.470000,54.463000,54.463000,1.470000
573,27.285714,near,1.408000,69.209000,69.209000,1.408000
573,27.285714,far,1.405000,54.512000,54.512000,1.405000
574,27.333333,near,1.406000,69.251000,69.251000,1.406000
574,27.333333,far,1.344000,54.564000,54.564000,1.344000
575,27.380952,near,1.175000,69.284000,69.284000,1.175000
575,27.380952,far,1.276000,54.598000,54.598000,1.276000
576,27.428571,near,1.264000,69.326000,69.326000,1.264000
576,27.428571,far,1.234000,54.632000,54.632000,1.234000
577,27.476190,near,1.127000,69.370000,69.370000,1.127000
577,27.476190,far,0.958000,54.687000,54.687000,0.958000
578,27.523810,near,1.017000,69.419000,69.419000,1.017000
578,27.523810,far,1.916000,55.010000,55.010000,1.916000
579,27.571429,near,0.793000,69.436000,69.436000,0.793000
579,27.571429,far,1.921000,55.061000,55.061000,1.921000
580,27.619048,near,0.833000,69.489000,69.489000,0.833000
580,27.619048,far,2.334000,55.230000,55.230000,2.334000
581,27.666667,near,0.777000,69.506000,69.506000,0.777000
581,27.666667,far,2.412000,55.287000,55.287000,2.412000
582,27.714286,near,0.786000,69.550000,69.550000,0.786000
582,27.714286,far,2.444000,55.331000,55.331000,2.444000
583,27.761905,near,0.778000,69.592000,69.592000,0.778000
583,27.761905,far,2.453000,55.388000,55.388000,2.453000
584,27.809524,near,0.763000,69.638000,69.638000,0.763000
584,27.809524,far,2.409000,55.698000,55.698000,2.409000
585,27.857143,near,0.707000,69.638000,69.638000,0.707000
585,27.857143,far,2.231000,55.698000,55.698000,2.231000
586,27.904762,near,0.576000,69.654000,69.654000,0.576000
586,27.904762,far,1.804000,55.746000,55.746000,1.804000
587,27.952381,near,0.677000,69.699000,69.699000,0.677000
587,27.952381,far,1.756000,55.789000,55.789000,1.756000
588,28.000000,near,0.663000,69.740000,69.740000,0.663000
588,28.000000,far,1.915000,55.878000,55.878000,1.915000
589,28.047619,near,0.674000,69.785000,69.785000,0.674000
589,28.047619,far,2.015000,55.964000,55.964000,2.015000
590,28.095238,near,0.573000,69.801000,69.801000,0.573000
590,28.095238,far,1.387000,56.095000,56.095000,1.387000
591,28.142857,near,0.573000,69.801000,69.801000,0.573000
591,28.142857,far,1.446000,56.111000,56.111000,1.446000
592,28.190476,near,0.516000,69.801000,69.801000,0.516000
592,28.190476,far,1.444000,56.158000,56.158000,1.444000
593,28.238095,near,0.415000,69.818000,69.818000,0.415000
593,28.238095,far,1.293000,56.158000,56.158000,1.293000
594,28.285714,near,0.273000,69.818000,69.818000,0.273000
594,28.285714,far,1.147000,56.206000,56.206000,1.147000
595,28.333333,near,0.273000,69.863000,69.863000,0.273000
595,28.333333,far,0.997000,56.248000,56.248000,0.997000
596,28.380952,near,0.273000,69.879000,69.879000,0.273000
596,28.380952,far,0.688000,56.291000,56.291000,0.688000
597,28.428571,near,0.421000,69.922000,69.922000,0.421000
597,28.428571,far,0.930000,56.377000,56.377000,0.930000
598,28.476190,near,0.478000,69.938000,69.938000,0.478000
598,28.476190,far,0.914000,56.420000,56.420000,0.914000
599,28.523810,near,0.421000,69.938000,69.938000,0.421000
599,28.523810,far,1.371000,56.550000,56.550000,1.371000
600,28.571429,near,0.594000,69.987000,69.987000,0.594000
600,28.571429,far,1.363000,56.595000,56.595000,1.363000
601,28.619048,near,0.815000,70.096000,70.096000,0.815000
601,28.619048,far,2.296000,56.904000,56.904000,2.296000
602,28.666667,near,1.076000,70.187000,70.187000,1.076000
602,28.666667,far,2.485000,57.001000,57.001000,2.485000
603,28.714286,near,0.928000,70.187000,70.187000,0.928000
603,28.714286,far,2.693000,57.146000,57.146000,2.693000
604,28.761905,near,1.548000,70.380000,70.380000,1.548000
604,28.761905,far,3.282000,57.357000,57.357000,3.282000
605,28.809524,near,2.044000,70.522000,70.522000,2.044000
605,28.809524,far,3.467000,57.541000,57.541000,3.467000
606,28.857143,near,2.654000,70.746000,70.746000,2.654000
606,28.857143,far,4.625000,57.916000,57.916000,4.625000
607,28.904762,near,3.498000,71.095000,71.095000,3.498000
607,28.904762,far,3.542000,57.916000,57.916000,3.542000
608,28.952381,near,3.180000,71.095000,71.095000,3.180000
608,28.952381,far,3.203000,57.916000,57.916000,3.203000
609,29.000000,near,3.180000,71.095000,71.095000,3.180000
609,29.000000,far,4.025000,58.297000,58.297000,4.025000
610,29.047619,near,2.504000,71.095000,71.095000,2.504000
610,29.047619,far,4.362000,58.604000,58.604000,4.362000
611,29.095238,near,2.007000,71.095000,71.095000,2.007000
611,29.095238,far,3.720000,58.604000,58.604000,3.720000
612,29.142857,near,2.670000,71.508000,71.508000,2.670000
612,29.142857,far,2.406000,58.604000,58.604000,2.406000
613,29.190476,near,2.270000,71.744000,71.744000,2.270000
613,29.190476,far,2.406000,58.604000,58.604000,2.406000
614,29.238095,near,2.270000,71.744000,71.744000,2.270000
614,29.238095,far,2.406000,58.604000,58.604000,2.406000
615,29.285714,near,2.270000,71.744000,71.744000,2.270000
615,29.285714,far,1.075000,58.604000,58.604000,1.075000
616,29.333333,near,2.270000,71.744000,71.744000,2.270000
616,29.333333,far,0.000000,58.604000,58.604000,0.000000
617,29.380952,near,2.270000,71.744000,71.744000,2.270000
617,29.380952,far,0.000000,58.604000,58.604000,0.000000
618,29.428571,near,0.825000,71.744000,71.744000,0.825000
618,29.428571,far,0.000000,58.604000,58.604000,0.000000
619,29.476190,near,0.000000,71.744000,71.744000,0.000000
619,29.476190,far,0.000000,58.604000,58.604000,0.000000
620,29.523810,near,0.000000,71.744000,71.744000,0.000000
620,29.523810,far,0.000000,58.604000,58.604000,0.000000
621,29.571429,near,0.000000,71.744000,71.744000,0.000000
621,29.571429,far,0.000000,58.604000,58.604000,0.000000
622,29.619048,near,0.000000,71.744000,71.744000,0.000000
622,29.619048,far,0.000000,58.604000,58.604000,0.000000
623,29.666667,near,0.000000,71.744000,71.744000,0.000000
623,29.666667,far,0.000000,58.604000,58.604000,0.000000
624,29.714286,near,0.000000,71.744000,71.744000,0.000000
624,29.714286,far,0.000000,58.604000,58.604000,0.000000
625,29.761905,near,0.000000,71.744000,71.744000,0.000000
625,29.761905,far,0.000000,58.604000,58.604000,0.000000
626,29.809524,near,0.000000,71.744000,71.744000,0.000000
626,29.809524,far,0.000000,58.604000,58.604000,0.000000
627,29.857143,near,0.000000,71.744000,71.744000,0.000000
627,29.857143,far,0.000000,58.604000,58.604000,0.000000
628,29.904762,near,0.000000,71.744000,71.744000,0.000000
628,29.904762,far,0.000000,58.604000,58.604000,0.000000
629,29.952381,near,0.000000,71.744000,71.744000,0.000000
629,29.952381,far,0.000000,58.604000,58.604000,0.000000
